identifier,name,url
Pathway_1588493c81e9960b7c008cc404f2a26c,TGF-beta receptor signaling,http://pathwaycommons.org/pc12/Pathway_1588493c81e9960b7c008cc404f2a26c
Pathway_1590e2389453b2161badde10580f001f,Butanoate metabolism ( Butanoate metabolism ),http://pathwaycommons.org/pc12/Pathway_1590e2389453b2161badde10580f001f
Pathway_1600eeb57bc8e5f3eca0d5b5d12b11ba,IL1-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_1600eeb57bc8e5f3eca0d5b5d12b11ba
Pathway_1664889e1fbee2edd34f134b7f2845d4,JNK cascade ( IL-1 signaling pathway (through JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_1664889e1fbee2edd34f134b7f2845d4
Pathway_16704b3e96f1cd4951abddeccd0f0bb9,uracil degradation II (reductive),http://pathwaycommons.org/pc12/Pathway_16704b3e96f1cd4951abddeccd0f0bb9
Pathway_17466a894a2ba9d7a4018f7f0752366d,Posttranslational regulation of adherens junction stability and dissassembly,http://pathwaycommons.org/pc12/Pathway_17466a894a2ba9d7a4018f7f0752366d
Pathway_177d46fa5220e8bdec68d894cbef2a18,2 Acetyl-CoA = CoA + Acetoacetyl-CoA ( Pyruvate metabolism ),http://pathwaycommons.org/pc12/Pathway_177d46fa5220e8bdec68d894cbef2a18
Pathway_17d1dedc843f78fb272154a710308f3c,C. elegans Notch signaling pathway ( Notch signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_17d1dedc843f78fb272154a710308f3c
Pathway_181385d748ce9ecf906824b6acb87757,spermine and spermidine degradation I,http://pathwaycommons.org/pc12/Pathway_181385d748ce9ecf906824b6acb87757
Pathway_18289ad9b5dc6765bbc27422a7e9b165,threonine degradation II,http://pathwaycommons.org/pc12/Pathway_18289ad9b5dc6765bbc27422a7e9b165
Pathway_183a3e8cc731de4331ac6b4c09fc11a1,(S)-3-Hydroxy-3-methyl-glutaryl-CoA = Acetyl-CoA + Acetoacetic acid ( Butanoate metabolism ),http://pathwaycommons.org/pc12/Pathway_183a3e8cc731de4331ac6b4c09fc11a1
Pathway_184c9c34618597ba866f060e30bdb6d8,phosphatidylethanolamine biosynthesis II,http://pathwaycommons.org/pc12/Pathway_184c9c34618597ba866f060e30bdb6d8
Pathway_186a43539d8e8b408022fed534e63c3a,"ATP + Pyruvic acid + CO2 + H2O = ADP + Oxaloacetic acid + Orthophosphate ( Alanine,Aspartic acid and Asparagine metabolism )",http://pathwaycommons.org/pc12/Pathway_186a43539d8e8b408022fed534e63c3a
Pathway_18abdef8a963ef40faccaf01e47b82b8,NAD+ + 4-Trimethyl-ammonio-butanal + H2O = NADH + 4-Trimethyl-ammonio-butanoic acid ( Lysine degradation ),http://pathwaycommons.org/pc12/Pathway_18abdef8a963ef40faccaf01e47b82b8
Pathway_18fbe4be641f54b3a7c8b1820e43a3fe,E-cadherin signaling in keratinocytes,http://pathwaycommons.org/pc12/Pathway_18fbe4be641f54b3a7c8b1820e43a3fe
Pathway_19cc245adc10aea2a8a39a5f981a9acd,ERK cascade ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_19cc245adc10aea2a8a39a5f981a9acd
Pathway_19e72a199ffd76eeb6051c6e1a115d88,galactose degradation I (Leloir pathway),http://pathwaycommons.org/pc12/Pathway_19e72a199ffd76eeb6051c6e1a115d88
Pathway_1a052adcceff138d2c5738b21d2058b8,Ci/Gli processing signaling ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_1a052adcceff138d2c5738b21d2058b8
Pathway_1a2112026a92b61f67421a16b02633b9,guanosine nucleotides degradation III,http://pathwaycommons.org/pc12/Pathway_1a2112026a92b61f67421a16b02633b9
Pathway_1a251196455490e9b7f6fdff4f9319f8,Validated transcriptional targets of AP1 family members Fra1 and Fra2,http://pathwaycommons.org/pc12/Pathway_1a251196455490e9b7f6fdff4f9319f8
Pathway_1a48a075ba50385209e2c4e06dac5249,Regulation of CDC42 activity,http://pathwaycommons.org/pc12/Pathway_1a48a075ba50385209e2c4e06dac5249
Pathway_1b4f3e584f1c520d277e43a605f3615d,Gene expression of MuRF1 by FOXO ( Insulin receptor signaling (Mammal) ),http://pathwaycommons.org/pc12/Pathway_1b4f3e584f1c520d277e43a605f3615d
Pathway_1b8df2cfacd1f53a2543a77afda5da71,PDGFR-alpha signaling pathway,http://pathwaycommons.org/pc12/Pathway_1b8df2cfacd1f53a2543a77afda5da71
Pathway_1b9f6a352508674bd1f6479a08e50bb5,NAD+ + (S)-Malic acid = NADH + Pyruvic acid + CO2 ( Glycolysis and Gluconeogenesis ),http://pathwaycommons.org/pc12/Pathway_1b9f6a352508674bd1f6479a08e50bb5
Pathway_1bdc97bdeb0e4c154d0e3e8ff3c37de6,ATP + CMP = ADP + CDP ( Pyrimidine Nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_1bdc97bdeb0e4c154d0e3e8ff3c37de6
Pathway_1c9f0db6e24adc567633f4534b678289,Negative regulation of heterotrimeric GPCR signaling pathway (through G alpha s) ( GPCR signaling (cholera toxin) ),http://pathwaycommons.org/pc12/Pathway_1c9f0db6e24adc567633f4534b678289
Pathway_1c9f12a5bc9c1b434b24bc936da6aefa,arginine degradation VI (arginase 2 pathway),http://pathwaycommons.org/pc12/Pathway_1c9f12a5bc9c1b434b24bc936da6aefa
Pathway_1cf6236b2044fbb3360bacf186b8bc21,glutamine degradation I,http://pathwaycommons.org/pc12/Pathway_1cf6236b2044fbb3360bacf186b8bc21
Pathway_1dbf03e51d2657e945a3fb8e4e4f12a1,Glutamic acid and Glutamine metabolism ( Glutamic acid and Glutamine metabolism ),http://pathwaycommons.org/pc12/Pathway_1dbf03e51d2657e945a3fb8e4e4f12a1
Pathway_1e818a1d1f97651521ea8f9b106a09f0,N-acetylglucosamine degradation II,http://pathwaycommons.org/pc12/Pathway_1e818a1d1f97651521ea8f9b106a09f0
Pathway_1ea630f44c7307d59864150e45e23fc2,"Toll-like receptor signaling pathway (through LPS, TLR4, MyD88, IRAK, TAK1 and IKK-NF-kappaB cascade)(Canonical) ( Toll-like receptor signaling pathway (trough NF-kappaB) )",http://pathwaycommons.org/pc12/Pathway_1ea630f44c7307d59864150e45e23fc2
Pathway_1ed89de7135fece810b0b35e8cf13237,p75(NTR)-mediated signaling,http://pathwaycommons.org/pc12/Pathway_1ed89de7135fece810b0b35e8cf13237
Pathway_1f32add2a8a7a25783a972daeb32c434,Signaling mediated by p38-alpha and p38-beta,http://pathwaycommons.org/pc12/Pathway_1f32add2a8a7a25783a972daeb32c434
Pathway_1f4396187ae471b23baa6483d60a73ef,noradrenaline and adrenaline degradation,http://pathwaycommons.org/pc12/Pathway_1f4396187ae471b23baa6483d60a73ef
Pathway_1fa0cf67410c570e7e6b9c45cd9cc1f6,"1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",http://pathwaycommons.org/pc12/Pathway_1fa0cf67410c570e7e6b9c45cd9cc1f6
Pathway_1fd1b65da8934491d5c4e95d12a14767,Tryptophan degradation ( Tryptophan degradation ),http://pathwaycommons.org/pc12/Pathway_1fd1b65da8934491d5c4e95d12a14767
Pathway_1fef49ea6b81d8e42b9976710bd4e398,(S)-Malic acid = Fumaric acid + H2O ( Arginine and Proline metabolism ),http://pathwaycommons.org/pc12/Pathway_1fef49ea6b81d8e42b9976710bd4e398
Pathway_2022f008d2482702e334636f14e7381d,NAD+ + (S)-3-Hydroxy-butanoyl-CoA = NADH + Acetoacetyl-CoA ( Tryptophan degradation ),http://pathwaycommons.org/pc12/Pathway_2022f008d2482702e334636f14e7381d
Pathway_20992098e78eac954134eaf1c10ff7dd,Stabilization and accumulation of cytoplasmic beta-catenin (Canonical) ( C. elegans endoderm induction Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_20992098e78eac954134eaf1c10ff7dd
Pathway_20a52f9e39e1a0bce3d6748cd318c0c2,Lissencephaly gene (LIS1) in neuronal migration and development,http://pathwaycommons.org/pc12/Pathway_20a52f9e39e1a0bce3d6748cd318c0c2
Pathway_20b0fda5011aedb849e607fbc1142269,Vitamin B6 metabolism ( Vitamin B6 metabolism ),http://pathwaycommons.org/pc12/Pathway_20b0fda5011aedb849e607fbc1142269
Pathway_20cbe964ffcf61a2cb33dacb16108d40,Arf6 trafficking events,http://pathwaycommons.org/pc12/Pathway_20cbe964ffcf61a2cb33dacb16108d40
Pathway_20f7e437d0b001b54495b226c32e83f9,purine nucleotides degradation II (aerobic),http://pathwaycommons.org/pc12/Pathway_20f7e437d0b001b54495b226c32e83f9
Pathway_211066b2e8a44cc7e65ba692b1cda8b0,Regulation of cytoplasmic and nuclear SMAD2/3 signaling,http://pathwaycommons.org/pc12/Pathway_211066b2e8a44cc7e65ba692b1cda8b0
Pathway_213a77a417040837374510de6427e302,heme biosynthesis II,http://pathwaycommons.org/pc12/Pathway_213a77a417040837374510de6427e302
Pathway_218bfc760f28f8ff04390ad376715f03,Drosophila Toll-like receptor signaling ( Drosophila Toll-like receptor signaling ),http://pathwaycommons.org/pc12/Pathway_218bfc760f28f8ff04390ad376715f03
Pathway_21f19d050fe116954d02644c3be87f3e,FGF signaling pathway (D. melanogaster tracheal cells) ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_21f19d050fe116954d02644c3be87f3e
Pathway_2220d39ef6b9cd0e29f5fe5b0d6aa7db,IL12-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_2220d39ef6b9cd0e29f5fe5b0d6aa7db
Pathway_224c872521124d549a0bf634c4f4972c,stearate biosynthesis I (animals),http://pathwaycommons.org/pc12/Pathway_224c872521124d549a0bf634c4f4972c
Pathway_22d6dbc3f76a9ba9e2363441b246a682,UTP + N-Acetyl-D-glucosamine 1-phosphate = Pyrophosphate + UDP-N-acetyl-D-glucosamine ( Aminosugars metabolism ),http://pathwaycommons.org/pc12/Pathway_22d6dbc3f76a9ba9e2363441b246a682
Pathway_23a13634f1af1a634b637d3a07ed0d79,IL3,http://pathwaycommons.org/pc12/Pathway_23a13634f1af1a634b637d3a07ed0d79
Pathway_23e050e16f6768140c7a668d07db4db0,4-hydroxybenzoate biosynthesis,http://pathwaycommons.org/pc12/Pathway_23e050e16f6768140c7a668d07db4db0
Pathway_2417b9812519932398faefc3cb282ab0,Mammalian Wnt signaling pathway ( Mammalian Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_2417b9812519932398faefc3cb282ab0
Pathway_241cc9ee3776ac8a537e9664da9d6bdc,IFN-gamma pathway,http://pathwaycommons.org/pc12/Pathway_241cc9ee3776ac8a537e9664da9d6bdc
Pathway_245a13b799e70b37f988268619700ec1,"Toll-like receptor signaling pathway (through ECSIT, MEKK1, MKKs, p38 cascade) ( Toll-like receptor signaling pathway (through ECSIT, MEKK1, MKKs, p38 cascade) )",http://pathwaycommons.org/pc12/Pathway_245a13b799e70b37f988268619700ec1
Pathway_24d19ed0b7b01e317bed35fdc23461b7,Adenylate cyclase activation signaling ( GPCR signaling (G alpha i) ),http://pathwaycommons.org/pc12/Pathway_24d19ed0b7b01e317bed35fdc23461b7
Pathway_252051263bf92db8f2b8d28bb75cfb88,NAD biosynthesis III,http://pathwaycommons.org/pc12/Pathway_252051263bf92db8f2b8d28bb75cfb88
Pathway_254dba72e2e743e5ace2acf7bfaf6ff3,"cholesterol biosynthesis II (via 24,25-dihydrolanosterol)",http://pathwaycommons.org/pc12/Pathway_254dba72e2e743e5ace2acf7bfaf6ff3
Pathway_258acd0053fa14b38bb076a8a4fa4768,proline biosynthesis I,http://pathwaycommons.org/pc12/Pathway_258acd0053fa14b38bb076a8a4fa4768
Pathway_25ca302d170ee9eb7c0183074551039a,glutamate degradation X,http://pathwaycommons.org/pc12/Pathway_25ca302d170ee9eb7c0183074551039a
Pathway_25cc562439e1a16cbfcf5e9f9f2bf99a,"superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism",http://pathwaycommons.org/pc12/Pathway_25cc562439e1a16cbfcf5e9f9f2bf99a
Pathway_25f242f12323ce8c18470bae831342ad,Negative regulation of (Binding of GPCR ligand and GPCR) ( GPCR signaling (pertussis toxin) ),http://pathwaycommons.org/pc12/Pathway_25f242f12323ce8c18470bae831342ad
Pathway_261e757815807af872dbd0171fbd6507,adenosine nucleotides degradation II,http://pathwaycommons.org/pc12/Pathway_261e757815807af872dbd0171fbd6507
Pathway_26472adff639dc1acb3add4190777db6,CD40/CD40L signaling,http://pathwaycommons.org/pc12/Pathway_26472adff639dc1acb3add4190777db6
Pathway_265c07c99958edaab4aea102ceebac11,tetrahydrobiopterin biosynthesis II,http://pathwaycommons.org/pc12/Pathway_265c07c99958edaab4aea102ceebac11
Pathway_265ef27588300e435b2f579bd0b49a93,dermatan sulfate biosynthesis (late stages),http://pathwaycommons.org/pc12/Pathway_265ef27588300e435b2f579bd0b49a93
Pathway_27bbcb1098d657ad5bf4530eb749c16e,Notch degradation signaling ( Notch signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_27bbcb1098d657ad5bf4530eb749c16e
Pathway_286a66e9898da021a5107f53ea431f7d,Fc-epsilon receptor I signaling in mast cells,http://pathwaycommons.org/pc12/Pathway_286a66e9898da021a5107f53ea431f7d
Pathway_28bba1a19dbcedffec0e94d0a1fd14c8,Rapoport-Luebering glycolytic shunt,http://pathwaycommons.org/pc12/Pathway_28bba1a19dbcedffec0e94d0a1fd14c8
Pathway_28c54a1e73589fc963c54954c2902c82,Nicotinate and Nicotinamide metabolism ( Nicotinate and Nicotinamide metabolism ),http://pathwaycommons.org/pc12/Pathway_28c54a1e73589fc963c54954c2902c82
Pathway_291386a8b0c180fdd2263048a235122b,Signaling events mediated by VEGFR1 and VEGFR2,http://pathwaycommons.org/pc12/Pathway_291386a8b0c180fdd2263048a235122b
Pathway_291b63e6f901424839074dc1726cd86c,1D-myo-inositol hexakisphosphate biosynthesis II (mammalian),http://pathwaycommons.org/pc12/Pathway_291b63e6f901424839074dc1726cd86c
Pathway_2994a86fb39820d3e516e0e03941731b,Activation of Smo ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_2994a86fb39820d3e516e0e03941731b
Pathway_29e590d28d3e6286765a8fa588f57ea1,"3-Methyl-butanoyl-CoA + Acceptor = 3-Methylbut-2-enoyl-CoA + Reduced acceptor ( Valine,Leucine and Isoleucine degradation )",http://pathwaycommons.org/pc12/Pathway_29e590d28d3e6286765a8fa588f57ea1
Pathway_2a909db5824b95e11b798b09bdce8f89,GMP + Pyrophosphate = Guanine + D-5-Phospho-ribosyl 1-diphosphate ( Purine nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_2a909db5824b95e11b798b09bdce8f89
Pathway_2abd70e284f82c94cd85c0d9042ff75e,zymosterol biosynthesis,http://pathwaycommons.org/pc12/Pathway_2abd70e284f82c94cd85c0d9042ff75e
Pathway_2af7f22d4731c978ae6616c4ee6246a3,Signaling with Wnt (Canonical) ( Mammalian Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_2af7f22d4731c978ae6616c4ee6246a3
Pathway_2b305642da7f6da0eb408ef4d3db5635,putrescine biosynthesis III,http://pathwaycommons.org/pc12/Pathway_2b305642da7f6da0eb408ef4d3db5635
Pathway_2b79de61c553eedf182e80cc4cb6127f,Arf6 signaling events,http://pathwaycommons.org/pc12/Pathway_2b79de61c553eedf182e80cc4cb6127f
Pathway_2bc77d1186257cc2d112bc7211a449f0,Dimethylallyl diphosphate = Isopentenyl diphosphate ( Steroids metabolism ),http://pathwaycommons.org/pc12/Pathway_2bc77d1186257cc2d112bc7211a449f0
Pathway_2bd522fc2264908f4134fefe653ff674,AndrogenReceptor,http://pathwaycommons.org/pc12/Pathway_2bd522fc2264908f4134fefe653ff674
Pathway_2bdb599dfbc86521beca81a5b812e75d,oxidized GTP and dGTP detoxification,http://pathwaycommons.org/pc12/Pathway_2bdb599dfbc86521beca81a5b812e75d
Pathway_2c281f1399c3163e3b3271473d594a76,Caspase3 activation signaling ( TNFR1 signaling pathway ),http://pathwaycommons.org/pc12/Pathway_2c281f1399c3163e3b3271473d594a76
Pathway_2d4f018cabaf7c53f16c57cb7e5191f2,Aurora C signaling,http://pathwaycommons.org/pc12/Pathway_2d4f018cabaf7c53f16c57cb7e5191f2
Pathway_2d65ba0d6e8eccf317eeb2d6b19d4cbe,glutamate degradation III (via 4-aminobutyrate),http://pathwaycommons.org/pc12/Pathway_2d65ba0d6e8eccf317eeb2d6b19d4cbe
Pathway_2e080ebcdc5ae6e666ba5e1af2548ac0,"ERK cascade ( GPCR signaling (G alpha s, PKA and ERK) )",http://pathwaycommons.org/pc12/Pathway_2e080ebcdc5ae6e666ba5e1af2548ac0
Pathway_2e2e443e2a43bd81916f21386d024a08,UTP + AMP = UDP + ADP ( Pyrimidine Nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_2e2e443e2a43bd81916f21386d024a08
Pathway_2e6642b32ec80b3e9aa5abf9f91225e6,Notch degradation signaling (C. elegans) ( Notch signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_2e6642b32ec80b3e9aa5abf9f91225e6
Pathway_2eb1a6c28230796292c991c1690297ed,coenzyme A biosynthesis,http://pathwaycommons.org/pc12/Pathway_2eb1a6c28230796292c991c1690297ed
Pathway_2ed1301279f09eb41b609762dc4525dc,salvage pathways of pyrimidine ribonucleotides,http://pathwaycommons.org/pc12/Pathway_2ed1301279f09eb41b609762dc4525dc
Pathway_2eecb60366b04457240ed334d42256a5,ATP + D-Ribose 5-phosphate = AMP + D-5-Phospho-ribosyl 1-diphosphate ( Purine nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_2eecb60366b04457240ed334d42256a5
Pathway_2f17e3b4d93e6b19107a92f99a4a887b,eumelanin biosynthesis,http://pathwaycommons.org/pc12/Pathway_2f17e3b4d93e6b19107a92f99a4a887b
Pathway_305629fcac921810b0b775498ee08ffc,Caspase3 activation signaling ( Fas signaling pathway ),http://pathwaycommons.org/pc12/Pathway_305629fcac921810b0b775498ee08ffc
Pathway_30755498f4ade989cebe27ee67e3e0e4,L-cysteine degradation III,http://pathwaycommons.org/pc12/Pathway_30755498f4ade989cebe27ee67e3e0e4
Pathway_3098b151eebff39fe1d3c069e7726bb9,ERK cascade ( Integrin signaling pathway ),http://pathwaycommons.org/pc12/Pathway_3098b151eebff39fe1d3c069e7726bb9
Pathway_30c00f47d9e86fb206259e2111c999b8,ALK1 pathway,http://pathwaycommons.org/pc12/Pathway_30c00f47d9e86fb206259e2111c999b8
Pathway_314773ca6849852102afa67e6af782d5,superpathway of inositol phosphate compounds,http://pathwaycommons.org/pc12/Pathway_314773ca6849852102afa67e6af782d5
Pathway_3149410c485ee9ad7579d046dfe58416,Negative feedback regulation of FGF8 signaling by Sprouty1 (Xenopus) ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_3149410c485ee9ad7579d046dfe58416
Pathway_317c99787f27f9210a3d451bf88cba71,thiosulfate disproportionation III (rhodanese),http://pathwaycommons.org/pc12/Pathway_317c99787f27f9210a3d451bf88cba71
Pathway_325640db0e48b3b81c030340355beb55,Signaling without Hh ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_325640db0e48b3b81c030340355beb55
Pathway_32757bd67e2902f5a2d0ea6e7d5b5af6,p38 cascade ( IL-1 signaling pathway (through p38 cascade) ),http://pathwaycommons.org/pc12/Pathway_32757bd67e2902f5a2d0ea6e7d5b5af6
Pathway_3308aa31c1aff8dcd70c125417937c75,JNK cascade ( IL-1 signaling pathway (through JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_3308aa31c1aff8dcd70c125417937c75
Pathway_332976e2dccfa165146e8adfb4278c10,Gene expression of smad7 by R-smad:smad4 ( TGF-beta_super_family_signaling_pathway(canonical) ),http://pathwaycommons.org/pc12/Pathway_332976e2dccfa165146e8adfb4278c10
Pathway_332fb2c306529bb7712152aba302b962,Ephrin B reverse signaling,http://pathwaycommons.org/pc12/Pathway_332fb2c306529bb7712152aba302b962
Pathway_33941fedd286e814dda284612cc41dac,CoA + GTP + Succinic acid = Succinyl-CoA + GDP + Orthophosphate ( Citrate cycle ),http://pathwaycommons.org/pc12/Pathway_33941fedd286e814dda284612cc41dac
Pathway_33946b0a6570a1e0726dbe3d9ab26052,Signaling without Wnt (Canonical) ( Canonical Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_33946b0a6570a1e0726dbe3d9ab26052
Pathway_3435c03eaa71cabd63ab7c45e5dd62d1,Insulin-mediated glucose transport,http://pathwaycommons.org/pc12/Pathway_3435c03eaa71cabd63ab7c45e5dd62d1
Pathway_35384317e757e671139f1bc84f2d321d,colanic acid building blocks biosynthesis,http://pathwaycommons.org/pc12/Pathway_35384317e757e671139f1bc84f2d321d
